"","med_hf","upp_hf","low_hf","med_is","upp_is","low_is"
"1",89.3625095970893,74.57528329368,105.309157108614,59.8837597376711,45.954915700177,97.9718339538329
"2",90.9511804674614,74.3703705964805,104.673425460608,62.0955701864321,45.7864278414546,97.5735703707638
"3",89.5991058729639,73.5962472946006,105.06337218658,61.4364089312506,44.3282955011332,97.1660324207989
"4",89.625729576138,72.4669599947939,103.792823365303,61.0327310567091,42.982094625834,95.1786282614753
"5",88.2390549386157,72.613906195172,103.988817896913,60.7380083754092,44.5039287820213,98.5955746431209
"6",88.6409455403367,71.9411471387678,103.303528972584,58.4650395057859,44.7297723303174,86.8083639301232
"7",88.5059449009193,72.2995823578453,104.282309774209,60.6279059460412,40.4924306574098,97.5913560616896
"8",89.0847068545168,71.8310242065062,102.392657278861,62.6092940040953,47.7371836811238,102.172687135341
"9",90.180397786795,73.9358353715726,104.603973777468,64.5911235389562,44.5319306626197,98.1978748457979
"10",88.596743424185,74.0010857922097,105.590666245877,61.8892779708637,44.0502002848844,90.3663075932759
"11",90.553161841178,72.6914448111608,106.502587684783,60.3479415187994,45.9817749662865,93.9404884942065
"12",89.4678393705787,74.1342934997914,103.96125390125,61.5586890813852,44.6290458997852,109.146246210784
"13",89.576491302198,73.4777259939826,103.610959124223,61.2974771056173,46.1637352344854,97.9667053345872
"14",89.8985145676111,72.4769124007623,105.377847380192,61.9204447583176,42.9667954375117,95.4608068126745
"15",89.5362163310231,72.306848082288,107.880022721195,58.0699493411924,43.7554255944911,99.0379949990616
"16",89.5950326820631,74.0417842665959,102.496886699778,59.2709923895015,45.5420253472138,94.938805396467
"17",89.5245063901906,74.442922306928,105.662110688718,58.7943234367564,47.00154285606,91.8263879182331
"18",90.2299839031758,73.4665801706955,104.265336472939,59.370399607458,44.7536386730883,96.1682249968501
"19",88.7092208422578,73.5500811861578,104.165763401352,62.2665763845009,46.0799213902224,100.921774446021
"20",91.4970778986397,75.6631352471625,105.216547566698,57.4089359646447,44.5588213287253,97.1332256781622
"21",90.2813316863257,73.724625492047,105.225533531678,65.754405627051,45.6674812806121,107.538866677552
"22",89.9586489845463,74.8464594568514,105.886794786624,63.299850751675,42.761247070236,87.7940455306039
"23",87.2720244180952,70.8608522024895,103.677752790937,64.9448817093866,50.4126375838104,132.477459115196
"24",90.280388002949,74.6421867863842,103.960791943496,59.7972376024139,45.3688309251137,95.8460483583972
"25",90.1625040666372,74.0350003487706,107.715566832542,62.0473827903997,46.748220636833,97.7615603170013
"26",89.6261018454015,73.0836560320754,104.299020511411,70.3765147078002,46.9668599885226,118.040529059798
"27",90.3779477864349,73.2219108334794,105.720241784148,62.0918725190176,44.7413683033569,97.9116494027771
"28",89.3421397121387,74.2167153725508,105.064526755024,63.5210633370442,48.2717030089482,119.741391535245
"29",89.2833418231028,73.9232847866795,104.57597102311,59.4999489827556,45.1332812064058,95.9241304456407
"30",89.3053936046493,74.1115840389209,107.024510655671,60.9199116645875,45.6560466495466,99.2888709082021
"31",88.4396743057406,74.6701696795735,104.624895845518,59.9330927365254,46.1060637579948,92.4463260174321
"32",88.7645515793237,71.5565219377777,103.30382376582,60.0292202859768,41.5614587081463,95.2215147847316
"33",89.7315840404016,73.749031541595,104.217334833891,59.9549895710054,42.5478288164402,90.8632098939832
"34",88.7439956572425,73.9815948920503,103.944859950588,59.291626739837,45.718576259375,95.1370879201149
"35",89.1428590434159,74.0270348413713,102.501443912557,60.8424551866538,48.104522034488,90.4724353362371
"36",87.8934705182567,72.1622553768095,102.307780696786,61.7251488884286,47.134043436583,95.4940597845599
"37",89.6000593121739,73.3887604176987,103.986585843699,59.8563124982541,42.2637210583396,93.7355424688192
"38",88.5027056865388,75.148401701856,101.914714362861,58.2598877560273,45.3859290435625,85.9666875877896
"39",90.6810018099014,74.5926586196332,105.10397047046,59.1374121969032,46.2023210807003,92.8174827521888
"40",89.2674479905532,73.0054198145474,103.60917823241,62.0323244810596,47.9460211141044,97.539528407721
"41",88.6637725508544,74.5119416112232,102.991874445299,60.5076952191458,44.4055353490134,99.0147618676046
"42",89.3990424929238,75.2760073782596,104.621891439748,65.8854692489748,46.8198554198398,117.001991297253
"43",89.7522081969996,73.6956895254765,104.645063303937,60.2858230114163,46.6241577776839,93.3888463606764
"44",88.3518124016671,73.1251027222731,101.783774255399,61.1522086818336,44.5414250226952,96.1886787700769
"45",89.9838878310495,72.934799130179,104.806064689256,61.3259164859482,46.7231801715953,104.65271551043
"46",88.0264916879841,71.4925995442392,102.607789555409,62.1154174866313,44.6889394210916,98.2626830404847
"47",91.2486249552892,75.3701338056288,107.04097063222,60.7994941098837,45.3726352467834,98.7939213776235
"48",90.4317153052028,74.9888753624794,107.137477496983,61.5535604990071,45.9878354446267,97.4030383171015
"49",89.7722820496392,74.3329350110088,106.92283312133,61.1994474419377,45.7988004912565,96.3124423852329
"50",88.1257644776342,73.4423532872392,101.691446674207,55.6381233982754,43.4817991906895,88.9527613397384
"51",89.1488466932791,72.8313437545514,103.105970033074,66.7431854674468,46.4522859931841,101.060795874288
"52",90.3807086145431,75.0684010929935,105.972413750596,60.407999303284,45.8343608953241,94.022926776755
"53",88.3256350858645,73.0737904533248,105.553211446343,61.2539682138185,46.7793701843439,94.1213949549096
"54",90.2082073270566,74.3965857347499,105.412726340421,64.648362180329,47.2061907328843,101.368670587685
"55",90.4447474127767,75.659385663697,104.170975706407,58.8254424781384,45.205944417564,100.069375478293
"56",89.891645777131,75.618330455247,106.906684527877,59.3183691425835,46.3274682111862,96.8807975227273
"57",89.3534397140172,75.2932137907284,104.057100356281,62.616373284973,45.9905926864268,104.724641157423
"58",90.5813626657282,74.4338210930859,104.99025383435,63.8279984252115,48.2220529740608,96.7683764614415
"59",89.2397182987281,74.2639221539867,103.551462310891,58.159543783902,40.5224612876496,89.975257369497
"60",89.6878658152983,76.1502603158594,105.618159053563,59.7422437251088,46.4664771179436,95.8350267746834
"61",89.6707530771676,75.0595675343998,107.725974625928,61.01964646998,47.1756411840755,94.0291385757322
"62",89.4450455621114,72.6212283290337,102.352557853111,59.1839786607528,45.7621189307448,89.723243886872
"63",89.4581009964607,74.4225347894107,103.987250767113,61.1086610460335,44.6097492760185,95.0433681915836
"64",90.3543816519041,75.8065212623432,106.798541142211,62.409028542241,48.3837706131792,93.3513635859816
"65",89.3018135585787,75.2703082337501,104.558839542937,58.4128534112131,43.7226476865052,110.610288953232
"66",89.2199791171166,73.0504829838034,105.348789060472,61.9732072773078,46.1947538019006,99.9386529394293
"67",90.3670951138573,74.2765815068369,102.119203235341,57.6107929254811,42.403537567266,96.2852250941533
"68",89.229863893345,71.9373469266751,104.822745623173,59.2063126495992,44.7827637801245,90.8759827421145
"69",89.6412913160385,74.1387930021866,104.670872475273,61.8487521331385,45.956925501799,99.5470411216975
"70",90.2290999017401,74.1787561932478,105.617844715262,61.7702484739455,47.5161080662248,95.1555490713222
"71",90.3550174100641,74.3997853189169,102.770399810631,60.5961393517186,46.9975430095502,93.2347471224755
"72",90.1280174539238,71.7535783161196,107.817078004815,61.5788591803582,46.0719785122859,96.7887702424355
"73",90.5569243219389,75.5998252953629,106.158866011866,62.2132235734868,46.2157219847099,96.9447447159408
"74",89.6231150589522,75.4705278654333,104.479515395405,59.0698151848639,45.5502333636391,101.609230608905
"75",90.9639374349033,76.1348253054739,105.280442333113,60.839974105783,47.333702865454,117.06782325889
"76",89.5514918233334,73.1389958634108,103.923422093648,59.2245721015707,41.7196327934941,95.9858589653525
"77",88.6444780950592,73.2539049060729,103.124735918025,64.5593893929843,44.9119067386033,95.5859854342782
"78",90.7028713231579,75.9786621158334,106.219969530435,59.8720901341309,40.8112405414949,109.985790132082
"79",90.3701550068516,74.8616557968514,103.787287293499,59.2614621023516,43.2035711755115,97.6780772229346
"80",89.3630744195037,72.2097506211903,102.567696057936,61.4769304001252,44.9063666945985,98.9867679615538
"81",89.1260631404379,72.3260534867567,104.707616350108,61.2213627886516,45.7933295029879,91.7163436261745
"82",90.7282530067053,75.0098663239514,103.288136055199,62.7392765757137,46.6684704065158,101.256746428337
"83",90.7177104414383,76.0165539567839,106.344748819381,63.6135879223308,45.1886702611117,103.08913996162
"84",88.3397615637129,75.4535505577167,104.527120106622,67.0572440228154,49.3915072710572,107.37932914909
