"c11","c12","c13","c14","c21","c22","c23","c24","c31","c32","c33","c34","c41","c42","c43","c44","x_coord","y_coord","z_coord","time","scale_x","scale_y","scale_z","scale_t","name"
1.35017136152884,0.814638958493368,0.375915530012497,0.028361099041745,0.814638958493368,1.22169897397446,0.64788900247379,-0.0111545846215146,0.375915530012497,0.64788900247379,1.10711737412988,0.391630223569743,0.028361099041745,-0.0111545846215146,0.391630223569743,0.979494913867415,3432.12065686699,3115.18677240983,-2377.41103198553,31.9464255735421,203.514039277571,63.8078015000854,112.508986572878,0.0457794732268962,"W8_S7_HF_C1"
0.0693349915607551,-0.0235875626503792,0.000200058778883236,0.000813018010470656,-0.0235875626503792,0.107190800798471,0.0304226682534532,0.0469122502167444,0.000200058778883236,0.0304226682534532,0.0327770172067139,-0.0334775791016672,0.000813018010470656,0.0469122502167444,-0.0334775791016672,0.245220150840835,3495.37722356362,3157.78117338494,-2485.05628190551,31.9923395254419,203.514039277571,63.8078015000854,112.508986572878,0.0457794732268962,"W8_S7_HF_C2"
5.41976837889248,1.87374223908392,2.48081606986392,0.251329117948497,1.87374223908392,3.16354634511146,2.58884664888965,0.241569093205143,2.48081606986392,2.58884664888965,4.75484086898137,0.00486875611492968,0.251329117948497,0.241569093205143,0.00486875611492968,0.319777173163176,4150.92444958226,3225.20097445018,-2347.56461309705,31.9581120808091,252.93669319693,143.439869607899,57.1133624987997,0.192726064377841,"W8_S7_OUT_C1"
0.0176843597917228,0.014827960435408,-0.0323893127799306,0.0224231730857865,0.014827960435408,0.0280483045988287,-0.0526323905306023,0.0748935704339568,-0.0323893127799306,-0.0526323905306023,0.488948920248715,-0.143244058626763,0.0224231730857865,0.0748935704339568,-0.143244058626763,1.03956530119043,4624.53230304784,3575.44516368486,-2327.15332693916,32.0654340840791,252.93669319693,143.439869607899,57.1133624987997,0.192726064377841,"W8_S7_OUT_C2"
0.916666666666667,0.704132935309042,0.12584950902047,0.156648266740559,0.704132935309042,0.916666666666667,-0.147632954669241,0.0857972882610406,0.12584950902047,-0.147632954669241,0.916666666666667,-0.215995894809933,0.156648266740559,0.0857972882610406,-0.215995894809933,0.916666666666667,3255.88319131953,2875.46827604252,-2470.67,35.6501814910834,126.465608744334,25.0883961089271,33.485595817795,0.0352609396430261,"W8_S10_HF_C1"
0.00760208531531274,0.00421190501198654,-0.00446785143259883,0.00206740933026424,0.00421190501198654,0.0065112722088602,-0.022283935704857,0.021636192527389,-0.00446785143259883,-0.022283935704857,0.356911074596868,-0.13437753392307,0.00206740933026424,0.021636192527389,-0.13437753392307,0.397007346176282,4093.00007602107,3037.86188352921,-2325.52209812605,35.975912974662,244.157111822556,231.774043229092,77.429442594355,0.262923867836732,"W8_S10_OUT_C1"
0.0248314547166065,0.0167135471994301,-0.0381333209458868,-0.00164251019576466,0.0167135471994301,0.0182237105688569,-0.0501541421291095,0.00662447281625532,-0.0381333209458868,-0.0501541421291095,0.192674557095444,-0.0442676456374114,-0.00164251019576466,0.00662447281625532,-0.0442676456374114,0.0649083150062803,4106.20260245697,3043.49415817992,-2304.4537436831,36.3423651890153,244.157111822556,231.774043229092,77.429442594355,0.262923867836732,"W8_S10_OUT_C2"
0.05311163150969,0.0389448943805546,-0.00888926616813725,0.00248427535305443,0.0389448943805546,0.0485562368374923,-0.0432665359412547,-0.00292113684358907,-0.00888926616813725,-0.0432665359412547,0.301949334581776,-0.0305060379759288,0.00248427535305443,-0.00292113684358907,-0.0305060379759288,0.155681074245342,4132.97515058406,2910.50475498852,-2185.34225188722,36.3082600480235,244.157111822556,231.774043229092,77.429442594355,0.262923867836732,"W8_S10_OUT_C3"
0.49970318156427,0.622411527612654,0.327772620174786,-0.24742729581538,0.622411527612654,0.792081977426878,0.395098064961985,-0.331835950524782,0.327772620174786,0.395098064961985,0.649609200611478,-0.11659857139877,-0.24742729581538,-0.331835950524782,-0.11659857139877,0.585391535016113,4347.61452728242,3083.13710987856,-2300.41552624581,35.8070388822126,244.157111822556,231.774043229092,77.429442594355,0.262923867836732,"W8_S10_OUT_C4"
0.0174862268615617,0.00913888260029917,0.0334429830930968,-0.027266345687509,0.00913888260029917,0.0165132158118545,0.0387390993550525,-0.0390122952004405,0.0334429830930968,0.0387390993550525,0.237148541717004,-0.0930796443572927,-0.027266345687509,-0.0390122952004405,-0.0930796443572927,0.16848576957081,4174.14039416657,2922.62481319374,-2160.0710487089,35.7621287089102,244.157111822556,231.774043229092,77.429442594355,0.262923867836732,"W8_S10_OUT_C5"
