"","X1","x","y","z","t","semb","unc_x","unc_y","unc_z","well","stage","ampc","snrc","mw","m0","mti_strike","mti_dip","class_well","class_stage","t_scale","x_scale","y_scale","z_scale","bool","cluster"
"1",1,4622.92978510922,3594.26883562294,-2332.13,32.3330124539992,0.159023,1.81493,2.07891,9.34311,7,17,81.34695235,6.059095399,2.3,2.82e+12,251.945,78.7082,8,7,2.64434076825427,2.30370729352946,1.22340522045382,0.990397147698945,1,"8_7_OUT2"
"2",2,4646.51179626178,3598.26398893666,-2384.5,32.3330573839998,0.1875,2.84519,3.36384,14.1399,7,17,69.19698184,7.403202566,2.3,2.82e+12,258.428,48.2436,8,7,2.64434444283401,2.32918598825443,1.22718436689661,0.405395079988906,1,"8_7_OUT2"
"3",3,4122.70123489443,3062.12148530538,-2324.22,36.0507533099999,0.124489,0.950396,0.951908,5.64713,5,22,4619.172427,45.19651796,1.9,7.08e+11,270.084,81.0306,8,10,2.94839451905507,1.76324573403037,0.720029603029752,1.07875625320948,1,"8_10_OUT1"
"4",4,4041.31324437987,3013.40182808161,-2399.17,37.189534282,0.19125,0.91266,1.33872,19.2209,6,10,4780.062875,54.32832991,1.9,7.08e+11,238.889,49.9542,6,10,3.04152920468501,1.67531176812797,0.67394408269207,0.241523009465585,1,"6_10_OUT1"
"5",5,4131.13701879398,3066.41362346719,-2323.72,36.4051090970001,0.132895,1.05784,1.52062,6.787,7,23,513.851253,45.02834929,1.8,5.01e+11,243.562,45.6147,8,10,2.97737534647919,1.77236000173859,0.724089677172715,1.08434153168676,1,"8_10_OUT2"
"6",6,4112.39868909253,3038.48290561032,-2294.39,36.4052130090004,0.107254,2.90282,2.15214,5.74166,7,23,90.09144063,8.09588209,1.8,5.01e+11,270.557,86.336,8,10,2.97738384487504,1.75211456215201,0.697669095847056,1.41197396716385,1,"8_10_OUT2"
"7",7,4234.55845661033,3141.18309450984,-2340.81,40.2734818520011,0.124385,0.883085,1.68797,2.05916,8,15,3426.705691,54.06531336,1.8,5.01e+11,263.816,75.7965,8,14,3.29374845886415,1.8840995486794,0.794816570068272,0.89343671333341,1,"8_14_OUT1"
"8",8,4582.65298285282,3678.38625831291,-2296.14,30.5796809029993,0.087361,1.03322,1.91168,3.16205,7,15,2752.912471,48.58658333,1.6,2.51e+11,254.403,76.0722,8,5,2.5009453420727,2.2601910581011,1.30297464715004,1.39242549249338,1,"8_5_OUT1"
"9",9,4778.3447845462,3670.07775363397,-2294.57,37.090027592999,0.106395,0.837338,0.935198,2.79147,6,10,2425.418757,5.554120413,1.6,2.51e+11,259.181,85.4582,6,9,3.03339109522757,2.47162220548159,1.29511536030001,1.40996326691203,1,"6_9_OUT1"
"10",10,2026.8367354575,1740.53891126772,-2164.6,34.3149114810013,0.262858,0.407512,0.303815,3.73811,5,19,2667.057125,42.272313,1.5,1.78e+11,122.279,87.2781,5,19,2.80642948185995,-0.501187584255975,-0.530098662733665,2.86180055429553,0,"5_19_HF1"
"11",11,1901.32528179689,1732.40718328408,-2150.82,34.3231392820014,0.305215,0.348939,0.248443,1.65674,5,19,2842.989282,38.99545139,1.5,1.78e+11,122.356,86.621,5,19,2.80710238883541,-0.636793830543363,-0.537790730714548,3.01573082912929,0,"5_19_HF1"
"12",12,2180.08091707623,1778.21356056936,-2195.47,34.3311206710007,0.266149,2.52853,1.39418,7.43599,7,20,54.809684,6.052647854,1.5,1.78e+11,125.541,87.175,7,8,2.80775514311706,-0.335618087380483,-0.494460977340454,2.51696546110842,1,"7_8_OUT1"
"13",13,1907.3993290473,1734.8184174079,-2144.37,34.3316894909988,0.305963,0.636528,0.442572,3.24216,7,20,3285.015516,35.90519134,1.5,1.78e+11,122.889,86.638,5,19,2.80780166380278,-0.630231252201887,-0.53550986533937,3.08778092148617,0,"5_19_HF1"
"14",14,1891.5601371487,1729.4444058709,-2152,34.336592152999,0.325399,0.104975,0.103619,2.5971,7,20,3317.19843,45.18321633,1.5,1.78e+11,122.649,86.559,5,19,2.80820262579228,-0.647344378493953,-0.540593318961505,3.00254957192292,0,"5_19_HF1"
"15",15,1855.11585364636,1808.31509624444,-2285.45,34.3711883800008,0.165865,0.681304,1.15946,3.23093,7,20,3546.30943,43.96114957,1.5,1.78e+11,122.957,87.3458,5,19,2.8110320625365,-0.686719848542681,-0.465986948301667,1.51183874633757,0,"5_19_HF1"
"16",16,1776.56336132433,633.167265522718,-2118.09,5.69120314800077,0.151612,0.898011,0.803116,1.74582,3,2,420.6610964,9.758996835,1.4,1.26e+11,57.7173,71.1352,3,2,0.465452469858374,-0.771590259247298,-1.5775977916162,3.38134315825187,0,"3_2_HF1"
"17",17,1960.19192133067,1688.38978615521,-2492.5,34.3073043520004,0.274869,2.28155,1.80939,13.9133,5,19,49.1844644,6.205929696,1.4,1.26e+11,49.5934,76.1187,5,19,2.80580733626263,-0.573192591087446,-0.579428229132839,-0.801025071103022,0,"5_19_HF2"
"18",18,1910.73687305448,1856.63877367074,-2434.95,34.307325277999,0.146866,5.54725,3.59671,26.3901,5,19,17.84729699,1.997493972,1.4,1.26e+11,61.3905,80.8918,5,19,2.80580904768594,-0.626625272018943,-0.420275998230885,-0.158159518368386,0,"5_19_HF3"
"19",19,1941.02932756053,1672.90414764721,-2459.65,34.3075218290008,0.235487,2.89069,2.43901,18.4578,5,19,30.97153121,2.9812947,1.4,1.26e+11,69.8841,80.1895,5,19,2.80582512252053,-0.593896417985392,-0.594076602070369,-0.434072275145895,0,"5_19_HF2"
"20",20,2145.53875081528,1774.57196064623,-2135.47,34.3081453470003,0.39949,0.735729,0.541622,1.79154,5,19,168.2080227,16.47248219,1.4,1.26e+11,265.581,47.7158,7,8,2.80587611665751,-0.372938454316464,-0.497905686044957,3.18719887838171,1,"7_8_OUT1"
"21",21,1895.18052386837,1691.88289365428,-2479.03,34.3083881479998,0.278677,1.58796,1.1547,7.43056,5,19,73.17145573,8.349131729,1.4,1.26e+11,52.7222,82.6043,5,19,2.8058959740272,-0.643432806770063,-0.576123984278432,-0.65055766892517,0,"5_19_HF2"
"22",22,1897.38669702567,1674.12037131087,-2475.67,34.3084373149993,0.136068,3.04255,2.15679,40.0625,5,19,18.46227079,1.786771708,1.4,1.26e+11,71.3452,72.0678,5,19,2.80589999512797,-0.641049192750816,-0.592926136250601,-0.613024597557864,0,"5_19_HF2"
"23",23,1991.03591912602,1666.0310697341,-2443,34.3084740510003,0.268451,2.36598,1.8475,21.6417,5,19,30.07753422,3.321737339,1.4,1.26e+11,52.4632,89.7435,5,19,2.80590299956516,-0.539867833549111,-0.600578071702889,-0.248082501852555,0,"5_19_HF2"
"24",24,1852.42177681004,1723.32793221362,-2165.17,34.391195347,0.297621,0.600587,0.447935,2.14468,7,20,2627.909583,38.19487802,1.4,1.26e+11,123.652,86.4407,5,19,2.81266832326415,-0.689630607970032,-0.546379091834102,2.85543333683143,0,"5_19_HF1"
"25",25,4235.52719290055,3145.87121246911,-2365.98,38.3593786569988,0.115682,1.12403,1.42266,4.4706,5,26,1909.445901,57.36224863,1.4,1.26e+11,233.06,46.5747,6,11,3.13720439664936,1.88514619970708,0.799251214478126,0.612273794787263,1,"6_11_OUT4"
"26",26,1929.63076624776,1756.427600641,-2238.65,14.4445941899993,0.192086,1.2822,1.07209,7.38032,4,24,2078.055582,50.75368879,1.3,89125093813,255.711,81.1252,3,10,1.18134458865677,-0.60621175708489,-0.51506903077447,2.03462081181074,1,"3_10_OUT1"
"27",27,2099.80308420814,3513.82836819516,-2345.41,15.4923738190007,0.176747,0.847354,0.514074,13.0794,2,24,3325.34794,30.82192085,1.3,89125093813,207.388,81.4933,2,25,1.26703677069693,-0.422352606484731,1.14731394623592,0.842052151342459,0,"2_25_HF1"
"28",28,2100.75060729491,3506.51688407771,-2312.46,15.4928456019996,0.159136,0.632436,0.658686,1.5751,2,24,75.04380654,7.527186348,1.3,89125093813,191.171,75.7827,2,25,1.26707535525565,-0.421328874822639,1.14039777380791,1.21012200299504,0,"2_25_HF1"
"29",29,1866.16793263627,1793.72748334859,-2319.02,34.3197697219998,0.120914,2.92729,2.8299,13.7964,5,19,44.73838974,5.488624546,1.3,89125093813,34.1513,87.2543,5,19,2.80682681089796,-0.674778859080906,-0.479785849383876,1.13684314937316,0,"5_19_HF1"
"30",30,1906.53665877423,1733.55976733741,-2150.96,34.3202325230009,0.3089,0.685494,0.492588,3.94939,5,19,1519.614069,45.58625871,1.3,89125093813,121.982,86.8772,5,19,2.80686466086807,-0.631163306401746,-0.536700463687696,3.01416695115566,0,"5_19_HF1"
"31",31,1913.87642716295,1731.87685319819,-2152.08,34.3283572680006,0.285667,0.867021,0.554111,4.32784,7,20,1028.833862,16.88331464,1.3,89125093813,61.284,75.9651,5,19,2.80752913945524,-0.623233205914626,-0.538292387321997,3.00165592736656,0,"5_19_HF1"
"32",32,1956.05534666074,1742.0238355082,-2247.27,34.3284596759991,0.241593,2.86181,2.43013,17.25,7,20,90.61726074,8.807751969,1.3,89125093813,118.912,86.4692,5,19,2.80753751484698,-0.577661867373526,-0.528694024232819,1.93833061086247,0,"5_19_HF1"
"33",33,1917.14326049203,1761.84403858487,-2267.48,34.3396224070009,0.32267,0.930421,0.916666,1.99266,7,20,80.36360565,9.304388088,1.3,89125093813,48.6891,80.8582,5,19,2.80845045374233,-0.619703623616894,-0.50994544462374,1.71257365481092,0,"5_19_HF1"
"34",34,1893.68145749226,1758.43578389955,-2279.57,34.3396434259994,0.17095,3.48791,3.42753,28.7165,7,20,47.07749159,4.477843048,1.3,89125093813,63.2419,77.1764,5,19,2.8084521727716,-0.645052441936982,-0.513169424420948,1.57752162123035,0,"5_19_HF1"
"35",35,1938.90800721697,1745.73614610943,-2167.84,34.3399409719998,0.315269,0.524272,0.356166,3.60836,7,20,2923.781857,47.91280622,1.3,89125093813,122.339,86.8181,5,19,2.80847650743637,-0.596188354542362,-0.525182427980674,2.82560794976277,0,"5_19_HF1"
"36",36,1984.00727772103,1750.13435028843,-2194.44,34.3454955320005,0.226791,1.96256,1.55279,13.6049,7,20,80.80977833,6.910973774,1.3,89125093813,124.453,84.4189,5,19,2.80893078460836,-0.5474617833412,-0.52102202251621,2.52847113477161,0,"5_19_HF1"
"37",37,2000.20709407803,1765.04723230363,-2165.44,34.3455397450013,0.218232,2.39775,1.67907,15.1697,7,20,36.14960828,3.583107026,1.3,89125093813,243.443,50.1484,5,19,2.80893440054859,-0.529959027834455,-0.506915438714761,2.8524172864537,0,"5_19_HF1"
"38",38,1992.11779250126,1759.70150503786,-2170.73,34.3499293980002,0.288403,0.787443,0.532206,4.90676,7,20,2318.801321,37.71401804,1.3,89125093813,124.68,86.1378,5,19,2.80929340632945,-0.538698945905029,-0.511972137317849,2.79332504016411,0,"5_19_HF1"
"39",39,3811.85709388484,2379.48059874787,-2254.33,40.4866553239993,0.165454,0.411705,0.27659,3.21456,6,13,3331.462143,44.72030009,1.3,89125093813,204.921,89.5243,6,13,3.31118275464828,1.42740063054906,0.0742972179211215,1.85946647876332,1,"6_13_OUT1"
"40",40,1090.07581387717,1586.23406947721,-2185,4.36550863400102,0.310159,0.752726,0.501532,4.26145,1,6,1591.138519,51.3311622,1.2,63095734448,123.425,85.9353,1,6,0.357031144916628,-1.51329148823689,-0.676060669237068,2.63392119242261,0,"1_6_HF1"
"41",41,1093.4345710878,1591.36059364081,-2173,4.37308125000033,0.318939,1.03786,0.707364,7.18136,1,6,2054.373972,82.62751704,1.2,63095734448,123.648,85.6991,1,6,0.357650467883759,-1.50966258868836,-0.671211322031728,2.76796787587727,0,"1_6_HF1"
"42",42,1086.62513278501,1586.85632344462,-2176.27,4.37640900500119,0.329431,0.73312,0.509832,3.11371,1,6,1810.929096,51.79524434,1.2,63095734448,122.695,86.3154,1,6,0.357922626818163,-1.5170197050362,-0.675472058817693,2.73144015463587,0,"1_6_HF1"
"43",43,1092.96788061224,1591.12017733519,-2170,4.37795759300115,0.310099,0.917294,0.636534,5.44963,1,6,1712.453461,91.98977186,1.2,63095734448,123.594,85.4966,1,6,0.358049277385825,-1.51016681473087,-0.671438739693787,2.80147954674093,0,"1_6_HF1"
"44",44,1856.72805710745,1738.11353500826,-2212,14.370516434999,0.204459,0.558141,0.57825,5.61145,4,24,2538.288356,57.36123518,1.2,63095734448,76.64,82.6773,3,10,1.17528617304064,-0.6849779767594,-0.53239290561839,2.33231615464963,1,"3_10_OUT1"
"45",45,1939.17670779378,1833.85579318093,-2303.52,14.4200836810001,0.162247,1.42306,1.25294,16.0881,4,24,1878.980857,55.4539521,1.2,63095734448,260.973,56.2434,3,10,1.17934000778793,-0.595898042578524,-0.441827166086883,1.30998678216876,1,"3_10_OUT2"
"46",46,1860.88584498083,1724.05625219826,-2165.54,34.3114089579991,0.323104,0.505899,0.356246,1.11241,5,19,706.7658843,53.786193,1.2,63095734448,121.972,86.7021,5,19,2.80614302960378,-0.680485781107736,-0.545690150093188,2.85130023075825,0,"5_19_HF1"
"47",47,1857.23717398992,1733.36177743866,-2195.42,34.3119270599992,0.180815,0.795092,0.729719,2.98876,5,19,2294.737078,59.28391116,1.2,63095734448,121.94,88.1181,5,19,2.80618540234102,-0.684427911985711,-0.53688774882116,2.51752398895614,0,"5_19_HF1"
"48",48,1085.87559959692,1590.43428375746,-2195.73,4.35853270800025,0.335339,0.579,0.412834,1.83092,1,6,2010.587444,76.78683839,1.1,44668359215,124.145,85.9058,1,6,0.356460621970571,-1.51782952261969,-0.672087548906069,2.51406111630023,0,"1_6_HF1"
"49",49,1091.79408335548,1590.17265424839,-2177.24,4.36220500000097,0.319679,0.522801,0.376043,2.55364,1,6,1872.398541,91.61803988,1.1,44668359215,124.025,85.7427,1,6,0.356760958707343,-1.51143501962572,-0.672335032832439,2.72060471438996,0,"1_6_HF1"
"50",50,1090.66978357338,1589.88274046812,-2175.22,4.36365652799882,0.320869,0.623612,0.466442,2.87144,1,6,1604.820229,66.09147191,1.1,44668359215,33.7642,86.1452,1,6,0.356879671266726,-1.51264974600092,-0.67260927177783,2.74316923943816,0,"1_6_HF1"
"51",51,1099.41669445665,1583.96425670959,-2164.64,4.36964411999892,0.314411,0.620647,0.464741,3.24163,1,6,1460.069798,39.93923471,1.1,44668359215,122.747,86.4084,1,6,0.357369363764511,-1.50319932759769,-0.678207759516961,2.86135373201735,0,"1_6_HF1"
"52",52,1960.74346461997,1793.90426004389,-2267.56,5.71862863399916,0.158204,0.751182,0.626167,2.03682,3,2,2854.440431,25.18671162,1.1,44668359215,264.602,79.6819,3,3,0.467695450799847,-0.572596687582662,-0.479618630514723,1.71168001025456,1,"3_3_OUT1"
"53",53,1896.00076773453,1730.66062953456,-2146.72,14.5108541430009,0.280307,1.33319,0.879453,9.74838,4,24,149.935344,11.06223775,1.1,44668359215,70.5086,85.8756,3,10,1.18676362887995,-0.642546591301385,-0.539442853141737,3.06153011264297,1,"3_10_OUT1"
"54",54,2041.70719106583,1744.05323197024,-2114.36,34.2984356480009,0.287017,1.24689,0.958334,7.13099,5,19,192.4739359,17.78255129,1.1,44668359215,123.232,87.8073,5,19,2.80508201332587,-0.48512110899164,-0.526774351614947,3.42300933569236,0,"5_19_HF1"
"55",55,1992.3440666712,1687.35033918689,-2504.08,34.3023270370011,0.292207,1.31771,1.2377,3.97903,5,19,67.00304813,6.130920307,1.1,44668359215,53.633,81.9945,5,19,2.80540026881144,-0.538454472672329,-0.580411476083416,-0.930380120636767,0,"5_19_HF2"
"56",56,1865.48203905854,1803.60576508175,-2255.59,34.3024069679998,0.18952,1.14686,0.966049,5.66773,5,19,163.5089329,16.12944974,1.1,44668359215,264.335,51.7939,5,19,2.80540680593194,-0.675519918567637,-0.470441658975804,1.84539157700058,0,"5_19_HF1"
"57",57,1993.13602626617,1673.12335074938,-2423.47,34.3026685650012,0.300811,1.56995,1.16709,5.79923,5,19,75.52887308,8.439421991,1.1,44668359215,55.9653,84.9017,5,19,2.80542820052412,-0.537598816357682,-0.593869250672622,-0.0299215245300955,0,"5_19_HF2"
"58",58,1962.27081526736,1671.46164981361,-2494.5,34.3027185650004,0.273074,2.31364,1.77732,23.2255,5,19,76.18727182,7.599963476,1.1,44668359215,59.8181,82.5157,5,19,2.80543228975139,-0.570946493261614,-0.595441108042612,-0.823366185012132,0,"5_19_HF2"
"59",59,2011.91678237448,1668.4847302648,-2509.06,34.3027280559998,0.288498,2.44275,1.96961,16.2327,5,19,63.2776714,3.876654897,1.1,44668359215,54.4256,88.5765,5,19,2.80543306596848,-0.51730753803998,-0.598257073799107,-0.98600949427045,0,"5_19_HF2"
"60",60,1981.15763739286,1684.39463284149,-2480.43,34.3027418519998,0.236259,2.66965,1.96466,11.6689,5,19,60.82568927,3.858111187,1.1,44668359215,58.7044,77.3408,5,19,2.80543419426809,-0.55054061811605,-0.583207375575638,-0.666196448661542,0,"5_19_HF2"
"61",61,1862.05964223758,1722.17534816033,-2135.23,34.3027871300004,0.271192,0.857727,0.631296,7.82514,5,19,999.913866,18.4439556,1.1,44668359215,119.395,87.7394,5,19,2.80543789730884,-0.6792175762129,-0.547469358860916,3.1898798120508,0,"5_19_HF1"
"62",62,2052.31379278363,1851.53346271059,-2332.41,34.3028206479991,0.12711,3.65468,2.2072,16.8973,5,19,65.42770329,3.692142977,1.1,44668359215,126.456,88.9327,5,19,2.80544063856317,-0.473661426206788,-0.425105279171913,0.987269391751672,0,"5_19_HF1"
"63",63,1798.70287464328,1799.67425137836,-2315.51,34.3029601389998,0.156378,2.76333,2.16309,11.555,5,19,49.88563209,5.193476976,1.1,44668359215,271.915,51.9294,5,19,2.80545204677144,-0.747670081381055,-0.474160606625688,1.17605180428365,0,"5_19_HF1"
"64",64,2033.92901647278,1741.93191162668,-2138.42,34.321397778,0.302696,0.454818,0.445415,3.52594,5,19,1566.491305,53.51891193,1.1,44668359215,121.681,88.4527,5,19,2.80695996072001,-0.493524876367195,-0.528780978044744,3.15424573536577,0,"5_19_HF1"
"65",65,2257.28283544621,1778.08628134871,-2195.23,34.321594028001,0.136844,3.35588,2.51682,11.3898,5,19,29.65951463,2.481884328,1.1,44668359215,123.588,88.9244,7,8,2.80697601093739,-0.252206876283787,-0.494581374926277,2.51964639477751,1,"7_8_OUT1"
"66",66,1082.82796937,1586.41084617251,-2165.63,4.39237932900036,0.31917,0.648786,0.522138,1.79675,1,6,932.4323911,57.82721661,1,31622776602,32.0812,86.209,1,6,0.359228752527709,-1.52112227147321,-0.675893450367915,2.85029488063233,0,"1_6_HF1"
"67",67,1086.44835608972,1585.61888657754,-2165.35,4.39433527799944,0.335258,0.654477,0.487414,2.1941,1,6,1721.988429,77.60937368,1,31622776602,32.3845,87.0107,1,6,0.359388718930043,-1.51721069974927,-0.676642590901745,2.85342263657961,0,"1_6_HF1"
"68",68,1835.27443736627,1742.59659200096,-2197.61,5.53791506900004,0.222993,0.503837,0.404855,2.22672,3,2,2844.233449,59.52750148,1,31622776602,269.177,82.644,3,2,0.452915873796819,-0.708157095138869,-0.528152235096774,2.49306046922567,1,"3_2_OUT1"
"69",69,1790.6135730665,1700.28332221478,-2135.66,5.91317303200011,0.316906,0.540099,0.380463,1.33427,4,3,2986.720758,92.2617971,1,31622776602,302.341,89.8739,3,3,0.483606176210952,-0.75640999945164,-0.568177743616433,3.18507647256035,1,"3_3_OUT2"
"70",70,1870.7004871037,1738.28324063573,-2195.47,14.357470347001,0.228298,0.476192,1.0572,1.50792,3,8,1980.397871,75.07405333,1,31622776602,271.389,86.2077,3,10,1.174219204647,-0.669881754637487,-0.53223237550402,2.51696546110842,1,"3_10_OUT1"
"71",71,1897.81096109437,1811.58192957355,-2255.35,14.376834699001,0.166764,1.20365,1.05026,3.87132,4,24,332.6301395,25.63080544,1,31622776602,122.55,87.5593,3,10,1.17580290939822,-0.640590805439435,-0.462896743599753,1.84807251066967,1,"3_10_OUT2"
"72",72,1876.79574755752,1739.96615477496,-2213.61,14.3768639809997,0.251766,0.803956,0.691679,3.04796,4,24,1892.72511,68.93771347,1,31622776602,270.747,77.5263,3,10,1.17580530421321,-0.663296256930469,-0.530640451869709,2.31433155795279,1,"3_10_OUT1"
"73",73,1821.06866213221,1805.59273513688,-2341.55,14.3768929399991,0.17291,3.22895,2.78441,26.1881,4,24,152.1174208,5.645081891,1,31622776602,296.336,51.1038,3,10,1.17580767261185,-0.723505430282069,-0.468562118886565,0.885170501187037,0,"3_10_HF1"
"74",74,1856.50885400528,1722.77638892432,-2147.08,14.4089599770004,0.363288,1.5806,1.10175,12.6596,4,24,688.6175577,44.35534538,1,31622776602,124.074,88.9002,3,10,1.17843026069826,-0.685214810203623,-0.546900814705825,3.05750871213933,1,"3_10_OUT1"
"75",75,2116.79486016003,1763.71787155504,-2114.47,14.4146917590002,0.368105,1.1833,0.845222,2.89474,4,24,139.863734,10.57419994,1,31622776602,261.512,46.3883,3,10,1.17889903189112,-0.403994194663425,-0.508172924610728,3.42178057442737,1,"3_10_OUT4"
"76",76,1874.65321401051,1736.45183407248,-2213.58,14.4623280560004,0.222037,0.740636,0.891997,2.72561,4,24,2344.444331,65.14285026,1,31622776602,273.226,79.4427,3,10,1.1827949448496,-0.665611112853025,-0.53396476298839,2.31466667466143,1,"3_10_OUT1"
"77",77,1805.57595255643,1785.02299887215,-2234.11,14.462399166999,0.125118,2.4478,1.88,12.7873,4,24,56.32521659,3.703873839,1,31622776602,250.532,51.3956,3,10,1.18280076063039,-0.740244206936454,-0.488019706500841,2.08533514038442,1,"3_10_OUT2"
"78",78,1795.32290422923,1721.73694195595,-2195.37,14.533256806,0.261731,0.734755,1.14849,5.15953,3,9,1946.136068,71.24329334,1,31622776602,278.102,67.7052,3,10,1.18859582051908,-0.751321900295137,-0.54788406165645,2.51808251680387,1,"3_10_OUT1"
"79",79,1091.84358083013,1589.41604999255,-2165.01,4.35562266199953,0.317438,0.664438,0.44084,6.15781,1,6,2838.802471,84.87007408,0.9,22387211386,33.5125,85.8396,1,6,0.356222625177413,-1.51138154110609,-0.673050729592372,2.85722062594416,0,"1_6_HF1"
"80",80,1799.21199152576,1711.48389362875,-2141.86,5.5662146759999,0.34639,0.599507,0.395388,2.67012,3,2,1814.35172,36.16895786,0.9,22387211386,279.439,75.5876,3,2,0.455230344328193,-0.747120016607354,-0.55758275606713,3.1158190194421,1,"3_2_OUT1"
"81",81,1708.2639173295,1682.22381502329,-2137,5.61945108800023,0.316144,3.97583,0.879091,3.67105,3,2,2352.176314,43.45778412,0.9,22387211386,121.604,87.7457,3,2,0.459584260153646,-0.845382976593231,-0.585260823288756,3.17010792624124,1,"3_2_OUT1"
"82",82,1787.2831001271,1721.99857146503,-2195.44,5.69772152799975,0.230219,0.943983,0.672048,1.73271,3,2,1797.250239,26.42122182,0.9,22387211386,270.171,75.969,3,2,0.465985572612063,-0.760008339846095,-0.547636577730069,2.51730057781705,1,"3_2_OUT1"
"83",83,2032.62793999542,1737.57613385455,-2155.35,5.7649296530005,0.27629,0.571701,0.407312,3.31535,3,2,3334.251411,31.91337942,0.9,22387211386,120.093,88.7942,3,3,0.471482158652422,-0.494930597455444,-0.532901250980613,2.96512820612516,1,"3_3_OUT2"
"84",84,1848.75189261568,1738.31152490697,-2195.46,5.82858236100111,0.232021,0.546109,0.458444,1.30487,4,3,2613.532445,44.57910744,0.9,22387211386,273.496,81.0149,3,3,0.476687966524957,-0.693595658213592,-0.532205620484964,2.51707716667796,1,"3_3_OUT2"
"85",85,1788.05384651861,1723.34914541708,-2195.49,5.87471381899935,0.257671,0.743545,0.75539,1.82989,4,3,2560.496524,56.30536822,0.9,22387211386,263.65,85.5868,3,3,0.480460806907749,-0.759175602897045,-0.546359025569781,2.51674204996933,1,"3_3_OUT2"
"86",86,1924.21432830389,1708.81102999588,-2141.27,5.93569483800067,0.222348,1.27121,0.992727,6.82738,2,8,2338.645938,104.0867604,0.9,22387211386,120.604,88.2557,3,3,0.485448111906449,-0.612063835093666,-0.560111105368659,3.12240964804529,1,"3_3_OUT2"
"87",87,1790.21759326904,1704.21483591817,-2138.46,6.45002634300126,0.331385,0.633925,0.383042,7.41249,3,4,2909.831483,47.91445254,0.9,22387211386,121.82,89.5954,3,5,0.527512480916471,-0.756837827608936,-0.56445879596655,3.15379891308759,1,"3_5_OUT1"
"88",88,2045.63870476927,1739.41461148562,-2155.12,13.7538650689992,0.28657,0.341922,0.427037,3.46797,3,7,2688.375319,61.8387437,0.9,22387211386,120.475,88.9868,3,8,1.1248536205764,-0.480873386572676,-0.53116217474147,2.96769743422471,1,"3_8_OUT1"
"89",89,1792.43083749416,1723.92190190984,-2452.65,14.3490357179995,0.149495,4.34124,4.27837,24.9204,3,8,39.97345516,3.252051631,0.9,22387211386,52.8093,84.6862,3,10,1.1735293823372,-0.754446573801158,-0.545817236433737,-0.35587837646401,1,"3_10_OUT3"
"90",90,1805.57595255643,1723.50470890892,-2452.7,14.3490618060005,0.143814,5.14511,4.02211,40.5258,3,8,33.90897087,3.100625169,0.9,22387211386,70.6461,79.7542,3,10,1.17353151593254,-0.740244206936454,-0.546211872964949,-0.356436904311735,1,"3_10_OUT3"
"91",91,1743.90209910132,1658.60644853164,-2375.49,14.3490874310003,0.140092,4.6901,4.34948,14.9484,3,8,27.70213556,2.086660098,0.9,22387211386,52.2504,85.0738,3,10,1.17353361166154,-0.806878442436116,-0.607601264207179,0.506041798149448,1,"3_10_OUT3"
"92",92,1784.91429241014,1734.2668741186,-2451.14,14.3494258100015,0.226275,4.39808,3.75329,22.0253,3,8,69.32478007,5.551585411,0.9,22387211386,62.1708,81.8003,3,10,1.17356128583477,-0.762567669001362,-0.536031588211093,-0.33901083546263,1,"3_10_OUT3"
"93",93,1748.65385667092,1734.46486401731,-2418.49,14.3495166430015,0.157834,4.1989,3.94809,23.3414,3,8,32.75866501,2.439617899,0.9,22387211386,73.8696,76.5582,3,10,1.17356871457051,-0.801744504548474,-0.535844303077667,0.0257078491035881,0,"3_10_HF2"
"94",94,1794.0642541587,1706.73213605919,-2136.84,14.349591227,0.354554,0.747326,0.573978,4.12181,3,8,1588.62089,107.919875,0.9,22387211386,122.317,88.9225,3,10,1.17357481438902,-0.752681782652292,-0.562077599269862,3.17189521535397,1,"3_10_OUT1"
"95",95,2111.33599580929,1764.93409521866,-2121.78,14.4277306250014,0.336978,1.94854,0.505164,6.49599,4,24,257.8356106,18.39151641,0.9,22387211386,214.369,88.1217,3,10,1.17996540963702,-0.40989211140334,-0.507022458790998,3.34012380308957,1,"3_10_OUT4"
"96",96,1893.72388389913,1722.33091165217,-2135.23,14.4748496059991,0.370402,0.0997274,0.0888566,1.21743,4,24,2678.486982,69.63830949,0.9,22387211386,121.802,86.948,3,10,1.18381901414071,-0.645006603205844,-0.547322206256084,3.1898798120508,1,"3_10_OUT1"
"97",97,2038.85755073767,1739.12469770535,-2170.11,14.4767742589999,0.291951,0.426951,0.447413,3.95619,4,24,2062.767692,76.91140034,0.9,22387211386,121.432,88.5383,3,10,1.18397642101401,-0.48819994376648,-0.53143641368686,2.80025078547593,1,"3_10_OUT2"
"98",98,2113.63409284815,1764.05021174217,-2120.57,14.5313699770001,0.373027,1.0292,0.775626,3.88684,3,9,240.1076114,18.60849206,0.9,22387211386,215.009,87.3779,3,10,1.18844150706455,-0.407409180133285,-0.507858553136753,3.35364017700458,1,"3_10_OUT4"
"99",99,2107.11456832559,1771.27684304592,-2144.11,14.5313787270006,0.29585,0.576482,0.516931,4.98758,3,9,131.0430401,7.198650143,0.9,22387211386,213.595,88.9965,3,10,1.18844222267937,-0.414453065151728,-0.50102264576589,3.09068526629436,1,"3_10_OUT4"
