"","n_total","n_is","n_hf","mean_strike_is","mean_strike_hf"
"2563",495,85,410,199.278531233155,174.937391754697
"2564",497,85,412,198.028426530753,172.58726485455
"2565",484,86,398,203.126171879078,177.366780095365
"2566",492,87,405,195.58052495542,177.8512776118
"2567",482,77,405,198.399018365121,171.265009402154
"2568",490,86,404,196.61933581446,179.591179561245
"2569",498,90,408,197.403579085455,180.983004833229
"2570",476,85,391,193.278471375216,173.178867952731
"2571",491,85,406,202.132752038953,182.47547465186
"2572",468,81,387,199.081840050303,174.877450470825
"2573",488,88,400,180.405452247704,177.644374468803
"2574",471,84,387,191.880941503412,168.383815786991
"2575",484,85,399,185.809427494291,177.867428285754
"2576",486,90,396,181.481406180415,178.644419386824
"2577",488,88,400,190.648391222715,178.522923600323
"2578",482,87,395,187.745086366316,177.565072029544
"2579",473,84,389,184.390687036594,177.622690027036
"2580",469,87,382,187.580760278201,177.5889621964
"2581",480,91,389,188.866601166903,174.70959215782
"2582",493,83,410,201.245546181102,171.914966400869
"2583",490,87,403,194.744103205443,178.034993023777
"2584",488,90,398,183.329490054064,176.037628321638
"2585",458,79,379,199.282788100202,171.66724907993
"2586",481,89,392,195.035940521382,173.41456683582
"2587",498,92,406,187.604794203908,172.456204794226
"2588",481,76,405,207.898336209662,180.037942031129
"2589",491,88,403,191.891861892375,177.228728818591
"2590",469,80,389,184.914910058155,167.857249994808
"2591",475,86,389,200.383299531126,174.060806683924
"2592",485,90,395,191.494850722844,177.317116255207
"2593",468,84,384,197.132237935099,177.927666473057
"2594",488,79,409,195.332678951877,174.339051580068
"2595",499,95,404,194.883146502763,180.328788598663
"2596",475,82,393,198.331116864815,175.418482651069
"2597",495,89,406,191.622702086522,180.032305537835
"2598",489,87,402,184.3121771796,171.993545149723
"2599",493,92,401,201.947439729892,171.215919739381
"2600",477,83,394,192.411124123442,180.901820119977
"2601",478,82,396,198.415393302179,178.464332397554
"2602",477,93,384,188.846265161219,174.414855203186
"2603",483,90,393,191.648676637743,175.444314866171
"2604",479,91,388,197.754512604238,180.612780378104
"2605",489,80,409,208.836843428086,179.202444251723
"2606",472,84,388,186.157581688634,178.030456768015
"2607",479,86,393,205.797338728223,180.51622682944
"2608",494,91,403,202.646319943971,177.991863226136
"2609",484,86,398,183.353428050705,181.384010637879
"2610",491,78,413,182.996860459903,179.037810626838
"2611",486,82,404,208.829860844518,176.103510817834
"2612",468,88,380,182.990779005866,174.559566890293
"2613",494,82,412,198.057689872642,170.531502802702
"2614",463,84,379,190.359190157646,175.796608481893
"2615",485,88,397,191.45120617352,175.472317158424
"2616",492,86,406,192.668968750152,177.523400685535
"2617",475,78,397,192.651762803189,176.812250473224
"2618",491,88,403,195.625507206512,173.324564622724
"2619",497,86,411,187.005906559178,173.579897888424
"2620",477,82,395,187.848455258739,176.788245086367
"2621",496,83,413,196.771354354266,177.075213462153
"2622",491,91,400,188.844854278487,176.287645865586
"2623",482,81,401,195.216692245105,181.975609519076
"2624",480,81,399,195.147427989581,175.64749623304
"2625",481,84,397,200.817048091819,178.358693016539
"2626",476,87,389,188.770024386809,173.250676221266
"2627",485,84,401,199.568484340922,178.701218936085
"2628",480,88,392,193.945517601148,175.801408317859
"2629",484,89,395,189.96212144936,181.451780351732
"2630",481,81,400,198.708173208113,170.552825050632
"2631",487,83,404,201.718558091588,176.032401190301
"2632",483,83,400,193.791894969832,179.390131579187
"2633",485,85,400,208.247922575934,173.944612806865
"2634",483,79,404,193.434758957637,173.239647796529
"2635",470,83,387,191.903617132725,175.875651677698
"2636",472,70,402,208.759573058486,174.629134921544
"2637",517,96,421,188.698622627026,177.104892865868
"2638",473,82,391,195.806349640823,174.456173149468
"2639",496,92,404,179.049715729393,177.067456693919
"2640",481,90,391,203.119914548373,180.538910231534
"2641",479,85,394,196.662136996302,180.465958879733
"2642",491,79,412,196.791085008613,176.854818095078
"2643",482,77,405,200.289291739005,170.640193770373
"2644",487,89,398,191.321018960899,177.339510246638
"2645",487,79,408,192.844707082584,173.113525326013
"2646",482,84,398,192.537339748064,175.51883388925
"2647",480,87,393,180.009237484579,175.708897376258
"2648",477,84,393,187.76622830892,176.027710537803
"2649",473,77,396,194.644886374434,174.607130857049
"2650",468,87,381,188.862806553409,174.155297733935
"2651",468,82,386,201.086841021626,183.277238838734
"2652",486,75,411,200.962892683832,175.806801698824
"2653",507,96,411,195.963881902832,180.450506886619
"2654",481,88,393,198.652257436534,173.920393604823
"2655",487,90,397,194.109492998174,175.415609360528
"2656",470,83,387,203.266407469989,176.887924917794
"2657",470,82,388,198.970821634228,180.191598184909
"2658",492,88,404,189.907587883247,170.487737056075
"2659",488,88,400,201.77238453392,174.0398062077
"2660",489,79,410,190.898670669014,175.765314753693
"2661",475,93,382,191.465270465411,164.595761368785
"2662",476,90,386,184.693341466956,183.560010335838
"2663",485,90,395,197.626472483422,183.106470903201
"2664",481,94,387,176.670539838612,176.000054944805
"2665",473,88,385,199.039735335171,182.447490459133
"2666",483,87,396,183.413354085028,175.755792870033
"2667",482,85,397,185.916059039943,176.426585249986
"2668",479,88,391,195.717578539786,176.310940651367
"2669",488,88,400,181.128984296954,181.016245957114
"2670",476,81,395,196.626122647083,174.492238820201
"2671",497,83,414,209.057035545263,179.494543398224
"2672",481,83,398,195.912156598803,173.821747288571
"2673",477,91,386,196.607800868684,181.658059770003
"2674",477,76,401,194.255527083942,178.4814121789
"2675",482,86,396,201.271096223351,173.882015631995
"2676",476,78,398,205.944334665023,173.734080182504
"2677",481,89,392,199.399755544702,176.769498492612
"2678",481,86,395,210.37990595386,178.058694128908
"2679",483,87,396,201.080438763094,171.371700799015
"2680",488,85,403,199.92392969579,177.704745164323
"2681",472,83,389,184.654445356035,176.705075747425
"2682",485,86,399,200.451303112569,181.119757711701
"2683",487,85,402,196.557441774004,181.845734867031
"2684",493,86,407,188.510675497062,175.939497972694
"2685",487,82,405,195.824131796601,182.304531256973
"2686",504,92,412,192.8064643697,178.300523493201
"2687",474,85,389,197.70749182399,172.652417663848
"2688",471,82,389,192.707636118619,179.598693285587
"2689",483,92,391,196.060925229497,173.743476401977
"2690",474,84,390,192.131126381883,176.508477059974
"2691",497,89,408,194.892752069346,178.993626902315
"2692",489,83,406,214.788386647402,176.447592343672
"2693",474,86,388,197.252859307535,173.073098391364
"2694",490,84,406,194.641685892018,176.356761792418
"2695",496,82,414,204.154092798544,180.46381928234
"2696",493,94,399,197.135093954433,178.263550048428
"2697",470,86,384,187.357305957673,184.630528507161
"2698",499,85,414,201.791758855201,171.029015456116
"2699",476,81,395,211.452733241947,179.595089841125
"2700",503,90,413,199.555249307307,180.762904935292
"2701",473,92,381,190.857028837253,183.621177226132
"2702",503,86,417,200.712258705157,182.464593058236
"2703",501,82,419,196.108362544976,175.388730934815
"2704",488,83,405,189.553901944812,171.654377129346
"2705",478,85,393,199.960718320034,173.184800247866
"2706",480,89,391,197.614553003899,170.625547505224
"2707",488,86,402,194.77706750294,176.864979831867
"2708",491,83,408,191.092268174263,173.716773804447
"2709",480,84,396,181.220337994129,176.81658665784
"2710",473,74,399,194.89407553857,178.345012428129
"2711",490,87,403,188.626532605737,180.146977683976
"2712",494,92,402,195.248583607815,176.607001339545
"2713",494,89,405,203.395517401131,175.984760623866
"2714",485,89,396,189.196248931426,180.865728270518
"2715",487,88,399,186.43412981308,173.959422105286
"2716",483,85,398,199.656718299799,179.28323270993
"2717",481,90,391,187.426536717022,178.158897518793
"2718",486,85,401,196.062558132353,174.456415171053
"2719",481,87,394,197.548857600325,182.26303982822
"2720",483,82,401,206.391143980355,167.106005245956
"2721",486,90,396,185.780774500328,177.606705199619
"2722",475,76,399,191.663322573161,179.449979927548
"2723",493,79,414,209.647699688359,170.924389911585
"2724",491,90,401,194.925595786584,175.3444068303
"2725",484,83,401,205.556758544417,174.246143938566
"2726",496,79,417,197.549989959432,175.352162661156
"2727",492,88,404,185.283194665703,174.829837449126
"2728",488,82,406,178.297671976142,174.535277214391
"2729",497,84,413,205.588808611699,177.743985194497
"2730",499,86,413,183.016336879639,176.763476132168
"2731",474,85,389,193.523944553035,171.6069951827
"2732",486,90,396,213.60326857983,173.227926196356
"2733",473,84,389,201.852093255402,171.845286733699
"2734",490,83,407,180.20747880769,177.888845265512
"2735",491,85,406,197.717983055945,176.358884504529
"2736",476,89,387,189.970391037193,171.002047942572
"2737",480,77,403,189.321969858078,178.934807209072
"2738",509,87,422,200.909076572944,180.025686929119
"2739",481,87,394,204.436490300737,182.790246528494
"2740",489,80,409,183.630383245346,181.741019494528
"2741",475,81,394,204.862057707261,183.191975251566
"2742",492,88,404,190.581980101711,178.246832756913
"2743",498,86,412,198.629702684721,178.75686008286
"2744",491,87,404,192.928898971729,176.963694169222
"2745",490,87,403,193.147399113316,178.608560080821
"2746",497,83,414,191.72885513259,177.924943385191
"2747",481,86,395,200.659534818511,175.558584060311
"2748",473,80,393,203.352913096682,174.966041766514
"2749",502,82,420,204.575389087334,177.849595660885
"2750",499,88,411,191.63769061,183.228420394674
"2751",480,89,391,183.935382405928,176.42964424926
"2752",493,92,401,205.030669283138,179.503275842666
"2753",496,87,409,193.885460835952,179.821032327498
"2754",501,95,406,196.106627347463,178.669849494661
"2755",478,79,399,211.068153581891,177.782413088551
"2756",481,83,398,196.724153420732,172.340451892116
"2757",489,94,395,198.035388168833,183.883464720146
"2758",479,85,394,207.593756003817,176.074337860347
"2759",481,83,398,194.909571754746,174.675847627957
"2760",482,94,388,183.899181724787,173.577146111363
"2761",498,85,413,197.237693090979,180.058362334576
"2762",488,86,402,184.415509486549,171.296597950505
"2763",481,88,393,184.554710036584,173.441143648036
"2764",495,83,412,181.607481791185,178.271981583141
"2765",495,91,404,197.224135816722,175.438447131859
"2766",484,89,395,194.063439621512,175.578605007433
"2767",475,80,395,187.689068866465,175.637568226417
"2768",479,87,392,211.159764472123,173.421558564499
"2769",489,83,406,184.430994937949,174.042768581384
"2770",475,85,390,194.233739170793,172.772205292589
"2771",494,87,407,176.712161446766,175.402963615503
"2772",465,83,382,196.623967939372,177.256529125002
"2773",491,88,403,198.341545550308,176.87515763057
"2774",491,87,404,204.741876742236,176.453925856257
"2775",491,93,398,196.164536129092,179.44382241827
"2776",495,87,408,193.187019285713,175.420539824294
"2777",498,92,406,196.024480385364,171.61328777298
"2778",473,77,396,198.921353272355,175.283247272693
"2779",488,86,402,198.20561266318,174.414929591698
"2780",465,85,380,200.95447679369,173.669123145732
"2781",488,77,411,190.226827262657,175.476704432516
"2782",467,89,378,191.973957283844,173.988324377288
"2783",472,79,393,200.394238238833,170.69343555721
"2784",472,88,384,198.600801163911,174.242796973271
"2785",487,83,404,193.130185040353,174.745282521958
"2786",486,88,398,180.555421365568,176.646073836268
"2787",507,83,424,207.098671351711,170.761486062753
"2788",482,93,389,190.285116018832,169.462261799952
"2789",490,89,401,203.885476518422,173.218264516364
"2790",465,79,386,192.379047099103,177.654716823756
"2791",481,83,398,209.81228376852,178.475349424333
"2792",488,84,404,192.11607304161,175.240764904997
"2793",500,89,411,197.072721434804,178.290114049801
"2794",486,82,404,188.337033083191,178.810824435549
"2795",493,81,412,191.96727888846,179.936766712711
"2796",497,86,411,202.591206086803,177.285259829048
"2797",482,83,399,199.280769790691,180.120718323106
"2798",487,90,397,198.307796846444,177.874948762265
"2799",477,83,394,184.023592823945,178.053302944049
"2800",482,89,393,196.804101503699,176.712835737039
"2801",477,82,395,196.83399676383,174.678965366374
"2802",498,87,411,195.321843452152,180.043037888704
"2803",489,85,404,190.102345140253,177.309728297946
"2804",491,95,396,190.850311266537,175.395005111232
"2805",474,87,387,186.142272270693,181.382802921257
"2806",493,79,414,203.442804241668,178.548369094985
"2807",492,87,405,192.84972042579,176.915639018715
"2808",460,83,377,199.964602178703,179.737168409721
"2809",490,92,398,199.392377118703,171.323637780523
"2810",463,89,374,197.653268810375,169.527191483101
"2811",504,93,411,193.592900017003,174.206988964454
"2812",488,85,403,170.918607733371,179.192746364059
"2813",474,83,391,194.940706648038,180.905723612763
"2814",484,95,389,180.406772924258,180.963671552924
"2815",498,92,406,201.241592940699,177.443884088126
"2816",486,81,405,190.251475731313,174.934602161439
"2817",501,91,410,202.282100560312,178.210408781976
"2818",493,90,403,194.568157414511,172.668495919236
"2819",505,90,415,196.826011964344,176.179502754931
"2820",472,86,386,195.169132838399,182.857168726469
"2821",486,94,392,185.580527629659,175.927108527592
"2822",486,85,401,181.470144562732,178.082453454381
"2823",507,92,415,198.00279509194,178.00938926309
"2824",488,83,405,199.873014062894,174.503142068619
"2825",495,87,408,197.63180655179,179.179047643643
"2826",468,90,378,191.848224520328,176.701640681227
"2827",504,84,420,196.193538495574,181.39752259429
"2828",492,86,406,197.440187930366,174.570044750223
"2829",476,88,388,200.128298673881,172.79104209762
"2830",488,86,402,197.714991739101,174.961205394708
"2831",488,88,400,190.429461705186,184.073522442268
"2832",461,90,371,197.47265379215,177.119668783609
"2833",503,89,414,202.054217776174,174.088172295337
"2834",487,86,401,203.271624634466,171.346328788741
"2835",484,92,392,192.968638359531,178.577234656409
"2836",482,85,397,194.103946012436,174.384328953722
"2837",489,85,404,191.472530048603,176.854107258987
"2838",484,90,394,195.863073062391,170.318570293203
"2839",470,84,386,195.731390453513,177.422772625727
"2840",489,85,404,199.202892319409,182.674511470928
"2841",466,79,387,185.893819496315,180.043241705362
"2842",491,74,417,190.116006030483,175.874739613162
"2843",487,85,402,202.057770094709,181.734653831036
"2844",483,85,398,200.107492617473,172.516640364514
"2845",485,85,400,198.460518327972,171.933869311852
"2846",473,89,384,178.144851305502,176.294762926943
"2847",496,83,413,192.203376353856,183.228962692663
"2848",498,87,411,187.947953306083,182.365051458271
"2849",488,90,398,200.282782785659,176.699543107226
"2850",490,87,403,194.710210107872,176.906884639891
"2851",492,84,408,182.947102280541,172.20006069264
"2852",495,96,399,199.794864214322,176.633272100916
"2853",484,84,400,191.691479384942,180.267429801948
"2854",486,90,396,191.621013575639,182.141163148004
"2855",475,82,393,196.378421870106,175.351113087547
"2856",477,80,397,201.461205882224,172.712467652124
"2857",478,84,394,193.545220928629,174.953224305815
"2858",484,90,394,191.878554313978,178.70516938846
"2859",501,86,415,202.946406817861,175.279948697792
"2860",493,90,403,201.638543891162,174.871511262302
"2861",494,81,413,204.736018619939,182.526450510726
"2862",497,87,410,205.317863115597,170.607364145794
"2863",489,91,398,179.556429783548,172.964263740304
"2864",462,92,370,195.333579584047,176.729040801763
"2865",482,84,398,197.3218497021,177.128754003478
"2866",482,79,403,193.176244937037,182.413136558529
"2867",468,76,392,202.310832787539,177.006848232849
"2868",467,88,379,203.901086849375,174.949980606201
"2869",470,78,392,199.826809258356,171.888646443854
"2870",476,84,392,196.328194136811,175.423928052957
"2871",498,88,410,198.298648543046,174.878497258355
"2872",486,82,404,200.862018473088,186.86260356622
"2873",476,86,390,199.639357103966,180.130405443145
"2874",474,82,392,200.07228894959,175.20652378047
"2875",473,80,393,194.306287787097,178.731080051666
"2876",495,91,404,202.542319037098,173.667912782117
"2877",494,94,400,190.249585491707,175.178760964708
"2878",492,84,408,200.438491558766,188.289631934158
"2879",478,88,390,196.266482869614,166.829111214202
"2880",482,79,403,209.697211127485,177.393617428535
"2881",477,92,385,188.499300452591,174.273778120892
"2882",485,83,402,192.751222044545,170.289802288399
"2883",484,89,395,206.784021969297,180.798390405587
"2884",482,93,389,190.095614195909,184.383920395644
"2885",480,80,400,194.177332314109,175.414328696314
"2886",475,88,387,191.045990615033,177.129078166756
"2887",498,93,405,196.52393093178,182.325685577486
"2888",474,86,388,191.416313215127,180.053905674911
"2889",479,75,404,196.65701229068,177.33220260962
"2890",469,78,391,194.644830208179,172.828314970757
"2891",487,97,390,189.522863711092,179.562865706258
"2892",490,84,406,194.120197054592,173.187180738797
"2893",474,88,386,208.866810647869,178.298829777994
"2894",494,89,405,191.317398487696,173.793340958657
"2895",493,81,412,204.058560878522,182.36120438137
"2896",498,88,410,201.18239776581,172.677459523673
"2897",481,91,390,190.119868694899,180.308676534601
"2898",479,88,391,197.503817495562,177.725509670326
"2899",486,90,396,182.2718189777,180.654575383684
"2900",479,83,396,195.789899674613,183.280992148647
"2901",482,79,403,193.089272865451,174.233318474687
"2902",479,91,388,186.444109617041,181.575739546902
"2903",487,81,406,193.338414101933,173.849634947215
"2904",489,84,405,190.859022132517,176.760657739248
"2905",472,79,393,192.744988684709,176.243313390005
"2906",461,80,381,191.248102537089,178.414014078459
"2907",474,86,388,184.815754955672,172.687632396275
"2908",483,88,395,189.561529617466,178.024103420575
"2909",473,89,384,201.894074564022,173.987592468294
"2910",490,94,396,193.078740723574,169.338383896579
"2911",494,89,405,200.169238265581,175.211665610959
"2912",491,89,402,196.267073959956,179.942574434032
"2913",473,81,392,194.885733305249,179.408060035772
"2914",494,83,411,185.231775370108,175.390131721714
"2915",466,85,381,195.36581515842,173.242486001278
"2916",484,89,395,188.642055981641,173.60556716469
"2917",472,83,389,204.164150731275,178.704415112154
"2918",492,85,407,194.283854043259,170.906386952268
"2919",486,84,402,190.683275702741,177.592819462537
"2920",493,91,402,194.577639943719,171.035804340808
"2921",500,101,399,183.721257796015,174.170028067887
"2922",472,89,383,188.05607214927,172.536357699531
"2923",493,96,397,188.396274539842,181.613028931955
"2924",505,90,415,185.582633859855,183.522438271253
"2925",488,84,404,197.335465224948,180.66202086954
"2926",482,92,390,205.728686263483,180.404860161416
"2927",494,85,409,201.415671730087,176.444239450372
"2928",500,97,403,188.292883041313,176.862970244303
"2929",485,86,399,196.795409526187,166.018642436732
"2930",479,85,394,189.324062947875,170.399964266787
"2931",477,88,389,195.700510245479,181.00626124845
"2932",505,94,411,207.303592047707,178.303933636723
"2933",498,90,408,207.271930287055,180.075747522303
"2934",475,82,393,200.03179185411,177.301102632731
"2935",491,80,411,194.419973369068,175.225413035837
"2936",467,78,389,203.215224500123,174.929786003164
"2937",487,92,395,182.477868380354,176.951893990859
"2938",474,78,396,206.206437194072,179.776494240819
"2939",488,85,403,207.397359114143,175.173176674014
"2940",474,82,392,200.813858103087,172.815853772919
"2941",495,96,399,200.926704798182,172.797283896328
"2942",490,88,402,195.685291748707,178.97826589664
"2943",485,88,397,194.613872499424,173.589581868671
"2944",475,82,393,196.436207239822,179.807216845389
"2945",487,85,402,192.632990697599,178.473073050247
"2946",483,82,401,195.244574676276,177.17802095768
"2947",474,76,398,198.116501452042,176.567164132658
"2948",480,82,398,182.687911923735,176.676841292811
"2949",497,82,415,207.50931075293,179.824473107787
"2950",480,87,393,201.05523187912,172.234691894916
"2951",486,90,396,191.283584351184,170.790533657127
"2952",490,84,406,189.86551466137,179.696297468504
"2953",497,85,412,196.991620409618,178.442448238989
"2954",473,96,377,190.786282067265,174.04245297502
"2955",475,84,391,197.470656694054,173.777972326561
"2956",495,90,405,192.566888778695,173.109832376369
"2957",488,87,401,199.367220634105,174.092461481517
"2958",479,81,398,190.344198369997,182.57815921159
"2959",483,90,393,197.022405677124,179.963489699654
"2960",495,90,405,201.925714141294,180.499990706369
"2961",478,90,388,206.685230545428,170.993088506078
"2962",476,83,393,184.332427007288,176.904584384288
"2963",490,95,395,180.341346756996,168.372990858779
"2964",505,92,413,193.551328940235,180.186080215158
"2965",472,85,387,179.118313668354,177.768502252881
"2966",487,83,404,195.806157805248,173.923109335607
"2967",494,84,410,195.916799539723,181.586196459293
"2968",496,80,416,195.710882710371,176.858650855794
"2969",476,75,401,200.099620858347,173.131087198779
"2970",487,91,396,191.086715504026,175.420037316119
"2971",478,85,393,193.578108160399,174.650648565312
"2972",473,81,392,200.008496276273,171.345504082373
"2973",475,83,392,199.245861438832,179.220998548946
"2974",492,88,404,194.90558716319,178.580632957558
"2975",493,88,405,198.454493615585,182.423753687626
"2976",486,80,406,188.352530920333,178.103860402791
"2977",486,83,403,200.543326094039,179.997934243354
"2978",496,92,404,201.258266283846,173.946959397102
"2979",502,91,411,201.888862264192,177.97456582054
"2980",485,92,393,202.001945507333,182.164417943529
"2981",482,84,398,197.433407064517,175.752601954735
"2982",493,86,407,193.897755949287,172.05408385385
"2983",495,83,412,197.083711610767,176.662590649776
"2984",475,85,390,200.690369586994,183.094939932053
"2985",485,86,399,201.387822490478,177.226851634233
"2986",495,87,408,192.681021885259,174.786773554687
"2987",496,87,409,196.88831744763,176.629180770947
"2988",485,87,398,184.758405157847,179.929343326087
"2989",485,90,395,187.867176417868,174.509620793391
"2990",500,86,414,197.020095393751,175.379721801637
"2991",505,86,419,214.45495921445,177.708601317677
"2992",470,85,385,188.114825100856,176.400717338636
"2993",487,92,395,186.289479505939,174.99123971163
"2994",489,98,391,188.683736343098,174.46934621671
"2995",489,94,395,205.192647062948,177.500602103974
"2996",489,87,402,195.173191520139,169.726213418165
"2997",502,88,414,190.316497686702,177.114514062423
"2998",487,86,401,191.115517986265,173.670094327049
"2999",477,85,392,190.218505626422,179.060789134782
"3000",480,81,399,192.074770311642,174.409117926157
"3001",478,77,401,212.525789789638,172.829927543138
"3002",494,90,404,182.211087674077,180.672189106244
"3003",487,84,403,196.862909454522,181.460523509066
"3004",480,88,392,201.434682264542,177.825266919366
"3005",471,85,386,200.262017256176,178.013063398473
"3006",496,88,408,200.577561865902,181.244321081246
"3007",481,78,403,190.493408111774,181.132584704097
"3008",483,84,399,189.507719180959,176.710982878319
"3009",479,84,395,209.328231686943,178.346173411248
"3010",479,80,399,208.083875882272,182.978607242026
"3011",489,87,402,186.929446648402,177.255310653543
"3012",487,87,400,193.527591912121,175.397495360279
"3013",476,86,390,183.04209585661,176.705735526504
"3014",499,83,416,200.792130949297,180.356427367247
"3015",510,91,419,190.164111905059,183.712092824701
"3016",486,83,403,194.888896555249,175.177890357275
"3017",473,86,387,194.426979948104,178.37548338154
"3018",487,88,399,188.768791782756,173.792601565693
"3019",495,86,409,194.125595346827,172.754658855124
"3020",491,84,407,192.413391400948,178.733470711086
"3021",490,89,401,190.262227222867,174.841642715055
"3022",478,82,396,194.341013642279,174.005119913389
"3023",488,84,404,187.054865544277,175.083529263667
"3024",473,84,389,183.533588586532,177.209027120733
"3025",479,83,396,190.160257651864,175.902924616546
"3026",485,81,404,197.058271100616,179.592583905844
"3027",476,85,391,203.965353040761,178.05408365124
"3028",487,92,395,199.561748138784,174.608050994795
"3029",475,80,395,194.932150771794,168.755475284668
"3030",486,85,401,202.034810160803,178.68181290675
"3031",486,86,400,177.483330206198,177.08056922883
"3032",475,85,390,198.517154359189,179.497805283246
"3033",490,95,395,188.373733646672,178.94541588852
"3034",484,90,394,185.915525246416,173.520925232017
"3035",499,92,407,182.34173159893,179.229865715462
"3036",497,88,409,194.104584270175,182.561933995179
"3037",499,87,412,205.987431064983,171.073086294464
"3038",469,84,385,191.57329184571,178.727831303536
"3039",503,96,407,197.411972513655,171.755844485447
"3040",491,91,400,204.238711148346,176.905747379422
"3041",477,84,393,192.556402013694,176.780653602841
"3042",499,93,406,197.227803595614,179.549655740031
"3043",479,83,396,196.923679446042,173.813260263392
"3044",486,84,402,199.782463525743,180.861095006266
"3045",470,75,395,193.44320131444,173.306842427519
"3046",476,84,392,185.447653833876,171.112057943653
"3047",491,85,406,191.22496082055,183.013207872869
"3048",477,86,391,197.099974847117,180.423742509938
"3049",491,85,406,196.489353731667,174.007080733731
"3050",478,77,401,206.695400628274,179.807394636934
"3051",494,94,400,187.930662957168,182.232438001691
"3052",465,83,382,196.266914463134,169.087310835249
"3053",477,86,391,197.527045233114,174.477210930206
"3054",487,84,403,201.232346042417,177.605321404128
"3055",485,91,394,191.279815378522,168.812632472984
"3056",492,88,404,194.187700546212,179.553696182951
"3057",490,99,391,186.218734288466,170.988149781072
"3058",503,96,407,186.138803251049,172.615013839535
"3059",492,97,395,184.713308195659,176.642937014897
"3060",500,93,407,184.372113211788,177.275898664124
"3061",480,85,395,200.748716324577,180.17670418838
"3062",484,82,402,193.045439699159,179.992231121008
"3063",498,85,413,209.163242366197,175.985917444269
"3064",479,81,398,200.23541151015,173.267282838615
"3065",486,83,403,206.888904871774,180.69814329205
"3066",495,90,405,182.35707336916,187.226207651208
"3067",479,86,393,191.275615239643,176.664901937749
"3068",467,85,382,194.775577932029,174.144606853695
"3069",480,87,393,185.31555904248,175.696131530872
"3070",480,85,395,183.267766448624,173.640121157103
"3071",468,87,381,204.523218421694,172.30318872268
"3072",481,79,402,195.636684486001,179.933173601214
"3073",489,91,398,189.840374587697,178.883810064119
"3074",503,97,406,201.710754603103,173.136779666354
"3075",490,82,408,198.878906521493,180.554148320832
"3076",470,84,386,191.19678424425,171.927508752815
"3077",489,87,402,198.059245735069,174.129017013726
"3078",493,94,399,193.594106586072,176.44293840166
"3079",478,84,394,179.263803497997,182.969997939619
"3080",495,85,410,184.525524332742,178.526912448457
"3081",464,84,380,195.1732984552,166.972314821855
"3082",497,92,405,192.648947010745,173.189321108132
"3083",495,89,406,194.945301628484,177.170858421866
"3084",458,76,382,194.447058630005,180.465091912122
"3085",479,83,396,195.952227764291,171.813638107689
"3086",471,81,390,206.456443365581,180.234960001423
"3087",494,88,406,196.86483899912,174.335841206125
"3088",483,85,398,202.420482291798,181.369814741077
"3089",472,79,393,205.138439678811,171.11298907832
"3090",488,90,398,185.30413915992,169.221409953457
"3091",481,90,391,200.445005034843,174.015659538034
"3092",486,90,396,192.429698480422,173.877717995886
"3093",485,80,405,208.520691668802,177.26612840538
"3094",465,87,378,191.051968001213,176.751248368909
"3095",486,86,400,205.979233724503,176.337502239671
"3096",498,89,409,194.824746265527,184.953885843627
"3097",483,86,397,198.960364690501,180.390287234025
"3098",486,79,407,201.210693304781,180.731827005316
"3099",493,87,406,193.26871024487,182.520494616811
"3100",484,84,400,176.312489372422,176.338194402586
"3101",484,84,400,191.109931538046,168.840886563701
"3102",487,83,404,197.6797011108,176.507536115428
"3103",487,86,401,203.539415684972,181.763707493701
"3104",481,87,394,189.126649224859,169.793404937699
"3105",481,97,384,188.419071398278,179.263756147379
"3106",498,80,418,194.746382228273,172.624434706449
"3107",489,86,403,199.182775448984,175.823283931873
"3108",483,92,391,188.672929846141,177.734905639103
"3109",494,95,399,200.981354965262,175.313979851708
"3110",490,89,401,195.241337115086,175.323346493823
"3111",485,92,393,198.843507056851,174.148977978906
"3112",486,84,402,190.709089742761,174.960771459941
"3113",491,87,404,195.708982187883,174.921505894745
"3114",484,86,398,189.585613327085,182.492798945293
"3115",486,82,404,207.479071729834,180.081680300252
"3116",475,94,381,185.341384930692,180.859942874555
"3117",475,91,384,202.678490489621,175.085134778619
"3118",477,86,391,202.564214614457,175.348516142963
"3119",501,82,419,196.175626032118,177.707772016883
"3120",480,86,394,193.716207125992,179.804144415471
"3121",474,86,388,208.097620376292,174.219279226163
"3122",493,82,411,208.985981761281,174.856575440664
"3123",481,78,403,195.613883053645,173.922767637301
"3124",497,91,406,187.232571568365,180.832380300399
"3125",496,87,409,187.912171875529,175.05405022498
"3126",474,84,390,203.752590284292,173.2968690173
"3127",477,84,393,192.551761140978,183.381871046071
"3128",498,88,410,190.955597671355,171.081027171003
"3129",494,95,399,198.754674325702,180.68567587371
"3130",481,83,398,195.639116368513,178.771503373569
"3131",468,75,393,190.034733125533,176.912941087216
"3132",474,87,387,203.894759248702,170.211378849857
"3133",479,83,396,184.803902693491,176.72422142873
"3134",479,90,389,196.289191145217,180.143566105314
"3135",476,80,396,198.074102577684,175.839793138035
"3136",490,87,403,203.854441703503,176.991621355771
"3137",493,81,412,202.92709553696,169.924658857534
"3138",498,88,410,209.530731798237,176.977447801802
"3139",475,80,395,193.244924382523,181.218409061838
"3140",509,86,423,199.73537391946,181.129990709574
"3141",474,87,387,189.920774020636,180.280137115002
"3142",482,87,395,207.031759473888,177.898137998471
"3143",482,81,401,205.844112821177,173.286013996947
"3144",490,96,394,189.003248154925,181.220127615153
